production_order_id,part_id,lot_id,production_timestamp,quantity,machine_id,operator_id,shift,plant_code,status
PO000650,PART-011,LOT-00650,2024-01-30 22:17:00,468,M018,OP024,3,PLANT2,completed
PO000651,PART-009,LOT-00651,2024-01-12 18:31:00,391,M018,OP098,2,PLANT1,delayed
PO000652,PART-022,LOT-00652,2024-01-30 18:49:00,65,M008,OP046,2,PLANT1,completed
PO000653,PART-020,LOT-00653,2024-01-20 03:16:00,423,M011,OP048,3,PLANT2,completed
PO000654,PART-030,LOT-00654,2024-01-06 08:38:00,260,M002,OP082,1,PLANT3,completed
PO000655,PART-040,LOT-00655,2024-01-04 05:47:00,261,M007,OP065,3,PLANT1,in_progress
PO000656,PART-025,LOT-00656,2024-01-25 02:43:00,172,M014,OP007,3,PLANT1,completed
PO000657,PART-013,LOT-00657,2024-01-16 14:17:00,229,M019,OP059,2,PLANT1,completed
PO000658,PART-046,LOT-00658,2024-01-09 04:59:00,418,M003,OP063,3,PLANT2,completed
PO000659,PART-012,LOT-00659,2024-01-15 06:19:00,344,M002,OP001,1,PLANT2,completed
PO000660,PART-049,LOT-00660,2024-01-08 16:09:00,315,M006,OP063,2,PLANT1,completed
PO000661,PART-028,LOT-00661,2024-01-29 19:56:00,239,M013,OP055,2,PLANT2,completed
PO000662,PART-003,LOT-00662,2024-01-25 07:01:00,122,M012,OP002,1,PLANT2,completed
PO000663,PART-034,LOT-00663,2024-01-09 16:09:00,29,M001,OP081,2,PLANT3,completed
PO000664,PART-045,LOT-00664,2024-01-16 16:07:00,179,M005,OP014,2,PLANT2,completed
PO000665,PART-020,LOT-00665,2024-01-08 14:25:00,53,M002,OP039,2,PLANT2,completed
PO000666,PART-034,LOT-00666,2024-01-28 03:23:00,288,M011,OP056,3,PLANT3,delayed
PO000667,PART-022,LOT-00667,2024-01-23 07:24:00,203,M007,OP022,1,PLANT2,completed
PO000668,PART-015,LOT-00668,2024-01-06 23:18:00,128,M001,OP076,3,PLANT3,completed
PO000669,PART-024,LOT-00669,2024-01-30 14:33:00,425,M002,OP049,2,PLANT3,completed
PO000670,PART-035,LOT-00670,2024-01-29 08:37:00,44,M020,OP007,1,PLANT3,completed
PO000671,PART-002,LOT-00671,2024-01-03 04:41:00,373,M004,OP054,3,PLANT2,completed
PO000672,PART-036,LOT-00672,2024-01-12 12:03:00,262,M005,OP027,1,PLANT3,completed
PO000673,PART-001,LOT-00673,2024-01-14 16:53:00,235,M004,OP085,2,PLANT3,completed
PO000674,PART-039,LOT-00674,2024-01-07 05:49:00,234,M004,OP066,3,PLANT3,completed
PO000675,PART-019,LOT-00675,2024-01-06 04:31:00,421,M004,OP064,3,PLANT1,completed
PO000676,PART-050,LOT-00676,2024-01-12 23:15:00,445,M017,OP026,3,PLANT2,completed
PO000677,PART-019,LOT-00677,2024-01-08 07:10:00,40,M018,OP064,1,PLANT1,completed
PO000678,PART-031,LOT-00678,2024-01-16 01:06:00,140,M001,OP002,3,PLANT3,completed
PO000679,PART-008,LOT-00679,2024-01-27 03:07:00,362,M016,OP020,3,PLANT1,completed
PO000680,PART-005,LOT-00680,2024-01-05 14:38:00,483,M009,OP083,2,PLANT1,completed
PO000681,PART-019,LOT-00681,2024-01-13 00:29:00,257,M002,OP013,3,PLANT1,in_progress
PO000682,PART-019,LOT-00682,2024-01-17 09:27:00,430,M011,OP055,1,PLANT3,completed
PO000683,PART-049,LOT-00683,2024-01-03 02:07:00,24,M005,OP085,3,PLANT3,completed
PO000684,PART-023,LOT-00684,2024-01-20 22:06:00,338,M009,OP094,3,PLANT1,completed
PO000685,PART-022,LOT-00685,2024-01-09 07:44:00,78,M013,OP052,1,PLANT2,completed
PO000686,PART-025,LOT-00686,2024-01-22 18:22:00,429,M014,OP084,2,PLANT1,completed
PO000687,PART-045,LOT-00687,2024-01-03 16:03:00,452,M006,OP014,2,PLANT2,delayed
PO000688,PART-031,LOT-00688,2024-01-26 21:26:00,367,M015,OP024,2,PLANT3,completed
PO000689,PART-023,LOT-00689,2024-01-28 19:45:00,34,M005,OP062,2,PLANT2,completed
PO000690,PART-027,LOT-00690,2024-01-21 01:20:00,43,M003,OP034,3,PLANT3,completed
PO000691,PART-046,LOT-00691,2024-01-24 21:14:00,412,M019,OP093,2,PLANT3,completed
PO000692,PART-043,LOT-00692,2024-01-16 09:30:00,285,M017,OP089,1,PLANT3,completed
PO000693,PART-028,LOT-00693,2024-01-12 07:30:00,266,M012,OP085,1,PLANT3,completed
PO000694,PART-010,LOT-00694,2024-01-26 09:51:00,476,M020,OP007,1,PLANT1,completed
PO000695,PART-011,LOT-00695,2024-01-24 00:12:00,454,M016,OP064,3,PLANT1,completed
PO000696,PART-032,LOT-00696,2024-01-15 14:13:00,143,M011,OP036,2,PLANT1,completed
PO000697,PART-036,LOT-00697,2024-01-30 06:40:00,213,M013,OP031,1,PLANT1,completed
PO000698,PART-037,LOT-00698,2024-01-21 09:26:00,65,M016,OP058,1,PLANT2,completed
PO000699,PART-032,LOT-00699,2024-01-30 17:39:00,29,M004,OP052,2,PLANT2,completed
PO000700,PART-036,LOT-00700,2024-01-01 00:11:00,442,M003,OP078,3,PLANT3,completed
PO000701,PART-033,LOT-00701,2024-01-26 14:13:00,125,M015,OP044,2,PLANT2,in_progress
PO000702,PART-015,LOT-00702,2024-01-21 16:23:00,189,M018,OP099,2,PLANT3,completed
PO000703,PART-046,LOT-00703,2024-01-30 21:48:00,206,M015,OP015,2,PLANT1,completed
PO000704,PART-015,LOT-00704,2024-01-01 02:23:00,194,M012,OP082,3,PLANT2,completed
PO000705,PART-024,LOT-00705,2024-01-05 20:07:00,43,M006,OP064,2,PLANT1,in_progress
PO000706,PART-048,LOT-00706,2024-01-19 14:58:00,74,M009,OP079,2,PLANT1,completed
PO000707,PART-026,LOT-00707,2024-01-10 19:28:00,254,M007,OP092,2,PLANT2,completed
PO000708,PART-027,LOT-00708,2024-01-03 02:47:00,494,M019,OP016,3,PLANT2,completed
PO000709,PART-038,LOT-00709,2024-01-23 22:43:00,88,M016,OP001,3,PLANT3,completed
PO000710,PART-036,LOT-00710,2024-01-20 16:44:00,449,M019,OP062,2,PLANT3,completed
PO000711,PART-012,LOT-00711,2024-01-27 07:56:00,108,M005,OP014,1,PLANT2,completed
PO000712,PART-039,LOT-00712,2024-01-15 15:32:00,278,M013,OP054,2,PLANT3,delayed
PO000713,PART-049,LOT-00713,2024-01-12 07:08:00,160,M013,OP044,1,PLANT2,completed
PO000714,PART-009,LOT-00714,2024-01-07 06:55:00,231,M020,OP090,1,PLANT3,completed
PO000715,PART-045,LOT-00715,2024-01-25 22:21:00,460,M011,OP092,3,PLANT3,delayed
PO000716,PART-041,LOT-00716,2024-01-10 21:23:00,122,M007,OP080,2,PLANT3,completed
PO000717,PART-023,LOT-00717,2024-01-07 00:54:00,383,M006,OP065,3,PLANT3,completed
PO000718,PART-021,LOT-00718,2024-01-06 06:03:00,409,M012,OP072,1,PLANT2,completed
PO000719,PART-043,LOT-00719,2024-01-19 23:59:00,365,M018,OP037,3,PLANT2,in_progress
PO000720,PART-034,LOT-00720,2024-01-05 20:17:00,32,M013,OP019,2,PLANT1,completed
PO000721,PART-013,LOT-00721,2024-01-13 03:36:00,404,M006,OP037,3,PLANT3,completed
PO000722,PART-004,LOT-00722,2024-01-14 10:22:00,124,M018,OP005,1,PLANT2,in_progress
PO000723,PART-007,LOT-00723,2024-01-29 00:57:00,464,M018,OP029,3,PLANT3,completed
PO000724,PART-025,LOT-00724,2024-01-11 19:31:00,281,M010,OP089,2,PLANT3,completed
PO000725,PART-025,LOT-00725,2024-01-18 15:18:00,233,M011,OP071,2,PLANT1,completed
PO000726,PART-017,LOT-00726,2024-01-10 05:49:00,337,M015,OP029,3,PLANT3,completed
PO000727,PART-042,LOT-00727,2024-01-17 17:40:00,406,M019,OP070,2,PLANT3,completed
PO000728,PART-050,LOT-00728,2024-01-09 19:21:00,170,M015,OP023,2,PLANT3,completed
PO000729,PART-012,LOT-00729,2024-01-24 09:15:00,81,M013,OP006,1,PLANT2,completed
PO000730,PART-017,LOT-00730,2024-01-06 22:04:00,102,M019,OP033,3,PLANT1,completed
PO000731,PART-046,LOT-00731,2024-01-08 01:05:00,40,M005,OP042,3,PLANT3,completed
PO000732,PART-041,LOT-00732,2024-01-29 00:24:00,451,M010,OP063,3,PLANT3,completed
PO000733,PART-005,LOT-00733,2024-01-15 11:11:00,289,M008,OP024,1,PLANT3,completed
PO000734,PART-033,LOT-00734,2024-01-08 06:04:00,232,M018,OP069,1,PLANT2,completed
PO000735,PART-015,LOT-00735,2024-01-10 17:02:00,359,M011,OP043,2,PLANT2,completed
PO000736,PART-049,LOT-00736,2024-01-29 03:19:00,291,M016,OP072,3,PLANT3,completed
PO000737,PART-043,LOT-00737,2024-01-16 17:55:00,248,M008,OP083,2,PLANT3,delayed
PO000738,PART-016,LOT-00738,2024-01-02 19:33:00,369,M011,OP049,2,PLANT1,completed
PO000739,PART-035,LOT-00739,2024-01-13 20:55:00,32,M017,OP099,2,PLANT2,completed
PO000740,PART-033,LOT-00740,2024-01-21 06:40:00,269,M002,OP038,1,PLANT3,completed
PO000741,PART-033,LOT-00741,2024-01-04 17:56:00,69,M006,OP099,2,PLANT3,completed
PO000742,PART-041,LOT-00742,2024-01-03 23:30:00,127,M007,OP088,3,PLANT2,in_progress
PO000743,PART-014,LOT-00743,2024-01-25 11:22:00,444,M014,OP083,1,PLANT1,completed
PO000744,PART-010,LOT-00744,2024-01-02 01:56:00,255,M011,OP005,3,PLANT1,completed
PO000745,PART-012,LOT-00745,2024-01-12 11:09:00,305,M003,OP074,1,PLANT1,delayed
PO000746,PART-027,LOT-00746,2024-01-18 15:50:00,250,M013,OP056,2,PLANT2,completed
PO000747,PART-044,LOT-00747,2024-01-06 09:13:00,293,M001,OP083,1,PLANT3,completed
PO000748,PART-049,LOT-00748,2024-01-27 15:38:00,43,M003,OP046,2,PLANT3,completed
PO000749,PART-044,LOT-00749,2024-01-14 17:09:00,330,M003,OP037,2,PLANT2,completed
PO000750,PART-043,LOT-00750,2024-01-02 09:39:00,262,M006,OP069,1,PLANT1,completed
PO000751,PART-026,LOT-00751,2024-01-25 20:04:00,171,M005,OP039,2,PLANT3,in_progress
PO000752,PART-047,LOT-00752,2024-01-30 11:43:00,211,M001,OP071,1,PLANT3,completed
PO000753,PART-003,LOT-00753,2024-01-01 05:29:00,313,M020,OP051,3,PLANT3,completed
PO000754,PART-006,LOT-00754,2024-01-14 20:48:00,127,M012,OP028,2,PLANT2,delayed
PO000755,PART-033,LOT-00755,2024-01-07 11:35:00,102,M006,OP029,1,PLANT3,in_progress
PO000756,PART-013,LOT-00756,2024-01-06 05:11:00,112,M019,OP007,3,PLANT3,completed
PO000757,PART-036,LOT-00757,2024-01-04 07:53:00,168,M003,OP033,1,PLANT1,completed
PO000758,PART-038,LOT-00758,2024-01-23 04:08:00,189,M012,OP017,3,PLANT3,completed
PO000759,PART-007,LOT-00759,2024-01-13 23:26:00,337,M003,OP025,3,PLANT2,completed
PO000760,PART-022,LOT-00760,2024-01-29 01:12:00,357,M010,OP089,3,PLANT3,completed
PO000761,PART-037,LOT-00761,2024-01-17 14:07:00,433,M011,OP055,2,PLANT1,completed
PO000762,PART-016,LOT-00762,2024-01-11 01:57:00,384,M014,OP036,3,PLANT2,completed
PO000763,PART-047,LOT-00763,2024-01-16 02:09:00,469,M016,OP060,3,PLANT2,completed
PO000764,PART-020,LOT-00764,2024-01-23 03:54:00,302,M004,OP023,3,PLANT3,completed
PO000765,PART-018,LOT-00765,2024-01-07 08:55:00,476,M018,OP026,1,PLANT2,completed
PO000766,PART-041,LOT-00766,2024-01-04 11:31:00,392,M003,OP003,1,PLANT3,completed
PO000767,PART-038,LOT-00767,2024-01-27 08:18:00,227,M019,OP028,1,PLANT1,completed
PO000768,PART-035,LOT-00768,2024-01-25 13:28:00,261,M005,OP047,1,PLANT2,completed
PO000769,PART-050,LOT-00769,2024-01-27 20:00:00,395,M010,OP018,2,PLANT2,completed
PO000770,PART-006,LOT-00770,2024-01-19 01:23:00,206,M017,OP002,3,PLANT3,completed
PO000771,PART-040,LOT-00771,2024-01-08 13:08:00,407,M017,OP018,1,PLANT2,completed
PO000772,PART-037,LOT-00772,2024-01-26 18:01:00,357,M005,OP095,2,PLANT3,completed
PO000773,PART-023,LOT-00773,2024-01-02 20:08:00,132,M016,OP030,2,PLANT1,completed
PO000774,PART-015,LOT-00774,2024-01-02 22:45:00,362,M007,OP067,3,PLANT2,completed
PO000775,PART-030,LOT-00775,2024-01-03 02:43:00,40,M011,OP014,3,PLANT3,delayed
PO000776,PART-041,LOT-00776,2024-01-13 10:43:00,447,M009,OP075,1,PLANT3,completed
PO000777,PART-025,LOT-00777,2024-01-30 17:59:00,213,M012,OP076,2,PLANT3,in_progress
PO000778,PART-005,LOT-00778,2024-01-24 12:20:00,148,M013,OP029,1,PLANT3,completed
PO000779,PART-023,LOT-00779,2024-01-23 03:46:00,425,M016,OP078,3,PLANT1,completed
PO000780,PART-009,LOT-00780,2024-01-21 00:29:00,104,M008,OP010,3,PLANT3,completed
PO000781,PART-014,LOT-00781,2024-01-07 20:06:00,115,M006,OP047,2,PLANT3,completed
PO000782,PART-008,LOT-00782,2024-01-11 11:35:00,232,M011,OP093,1,PLANT1,completed
PO000783,PART-031,LOT-00783,2024-01-22 19:13:00,127,M019,OP021,2,PLANT3,in_progress
PO000784,PART-002,LOT-00784,2024-01-12 02:09:00,42,M005,OP074,3,PLANT3,completed
PO000785,PART-041,LOT-00785,2024-01-24 07:56:00,40,M019,OP019,1,PLANT1,completed
PO000786,PART-012,LOT-00786,2024-01-24 12:18:00,227,M020,OP073,1,PLANT3,completed
PO000787,PART-047,LOT-00787,2024-01-13 21:36:00,63,M007,OP058,2,PLANT3,delayed
PO000788,PART-031,LOT-00788,2024-01-08 18:18:00,132,M014,OP077,2,PLANT1,completed
PO000789,PART-050,LOT-00789,2024-01-09 06:39:00,339,M017,OP034,1,PLANT1,completed
PO000790,PART-022,LOT-00790,2024-01-21 15:18:00,325,M019,OP009,2,PLANT1,completed
PO000791,PART-009,LOT-00791,2024-01-05 22:35:00,28,M007,OP067,3,PLANT3,completed
PO000792,PART-010,LOT-00792,2024-01-28 13:22:00,69,M006,OP061,1,PLANT3,completed
PO000793,PART-035,LOT-00793,2024-01-23 21:46:00,405,M004,OP012,2,PLANT2,completed
PO000794,PART-039,LOT-00794,2024-01-25 13:02:00,443,M001,OP100,1,PLANT3,completed
PO000795,PART-034,LOT-00795,2024-01-20 03:29:00,209,M002,OP090,3,PLANT3,completed
PO000796,PART-031,LOT-00796,2024-01-18 08:24:00,199,M019,OP095,1,PLANT3,completed
PO000797,PART-028,LOT-00797,2024-01-07 02:14:00,150,M016,OP099,3,PLANT1,delayed
PO000798,PART-006,LOT-00798,2024-01-13 21:24:00,326,M018,OP053,2,PLANT2,completed
PO000799,PART-046,LOT-00799,2024-01-01 07:46:00,315,M017,OP016,1,PLANT3,completed
PO000800,PART-042,LOT-00800,2024-01-10 08:22:00,372,M011,OP053,1,PLANT2,completed
PO000801,PART-028,LOT-00801,2024-01-30 15:41:00,319,M009,OP034,2,PLANT3,completed
PO000802,PART-024,LOT-00802,2024-01-28 20:20:00,161,M013,OP097,2,PLANT1,completed
PO000803,PART-036,LOT-00803,2024-01-22 22:59:00,111,M012,OP072,3,PLANT3,completed
PO000804,PART-020,LOT-00804,2024-01-27 06:56:00,196,M013,OP095,1,PLANT1,in_progress
PO000805,PART-043,LOT-00805,2024-01-06 10:04:00,402,M008,OP058,1,PLANT3,delayed
PO000806,PART-007,LOT-00806,2024-01-10 18:14:00,280,M013,OP044,2,PLANT3,completed
PO000807,PART-044,LOT-00807,2024-01-03 08:51:00,102,M013,OP082,1,PLANT1,in_progress
PO000808,PART-010,LOT-00808,2024-01-22 11:11:00,494,M020,OP056,1,PLANT1,completed
PO000809,PART-015,LOT-00809,2024-01-17 21:03:00,60,M020,OP005,2,PLANT3,completed
PO000810,PART-026,LOT-00810,2024-01-28 22:36:00,355,M017,OP037,3,PLANT3,delayed
PO000811,PART-004,LOT-00811,2024-01-08 23:26:00,347,M016,OP057,3,PLANT1,completed
PO000812,PART-043,LOT-00812,2024-01-24 13:57:00,166,M007,OP005,1,PLANT3,completed
PO000813,PART-045,LOT-00813,2024-01-11 13:02:00,334,M006,OP087,1,PLANT1,completed
PO000814,PART-042,LOT-00814,2024-01-01 00:18:00,100,M003,OP036,3,PLANT2,completed
PO000815,PART-026,LOT-00815,2024-01-19 10:51:00,320,M007,OP067,1,PLANT1,completed
PO000816,PART-005,LOT-00816,2024-01-05 02:29:00,301,M010,OP093,3,PLANT3,delayed
PO000817,PART-023,LOT-00817,2024-01-16 19:32:00,437,M009,OP029,2,PLANT3,delayed
PO000818,PART-030,LOT-00818,2024-01-19 09:13:00,314,M001,OP034,1,PLANT1,completed
PO000819,PART-007,LOT-00819,2024-01-26 10:10:00,57,M017,OP038,1,PLANT2,delayed
PO000820,PART-033,LOT-00820,2024-01-12 17:28:00,468,M018,OP074,2,PLANT2,completed
PO000821,PART-025,LOT-00821,2024-01-26 15:07:00,267,M008,OP097,2,PLANT2,delayed
PO000822,PART-030,LOT-00822,2024-01-21 23:13:00,479,M019,OP004,3,PLANT2,completed
PO000823,PART-005,LOT-00823,2024-01-18 09:58:00,344,M008,OP087,1,PLANT3,completed
PO000824,PART-021,LOT-00824,2024-01-19 18:28:00,200,M017,OP069,2,PLANT1,completed
PO000825,PART-017,LOT-00825,2024-01-12 07:09:00,167,M003,OP052,1,PLANT3,completed
PO000826,PART-022,LOT-00826,2024-01-04 11:02:00,303,M006,OP061,1,PLANT2,completed
PO000827,PART-037,LOT-00827,2024-01-13 05:54:00,113,M007,OP064,3,PLANT3,completed
PO000828,PART-048,LOT-00828,2024-01-12 00:23:00,466,M009,OP027,3,PLANT1,completed
PO000829,PART-016,LOT-00829,2024-01-29 03:40:00,202,M005,OP100,3,PLANT1,completed
PO000830,PART-006,LOT-00830,2024-01-23 10:07:00,334,M001,OP098,1,PLANT3,delayed
PO000831,PART-031,LOT-00831,2024-01-17 21:26:00,337,M011,OP064,2,PLANT3,in_progress
PO000832,PART-032,LOT-00832,2024-01-09 07:44:00,411,M017,OP036,1,PLANT2,completed
PO000833,PART-037,LOT-00833,2024-01-06 20:04:00,47,M017,OP055,2,PLANT2,delayed
PO000834,PART-003,LOT-00834,2024-01-23 20:50:00,197,M013,OP088,2,PLANT1,completed
PO000835,PART-008,LOT-00835,2024-01-24 14:01:00,255,M011,OP089,2,PLANT1,completed
PO000836,PART-014,LOT-00836,2024-01-18 06:26:00,317,M004,OP042,1,PLANT2,completed
PO000837,PART-017,LOT-00837,2024-01-09 12:25:00,300,M009,OP031,1,PLANT2,completed
PO000838,PART-040,LOT-00838,2024-01-16 14:45:00,207,M006,OP064,2,PLANT2,completed
PO000839,PART-045,LOT-00839,2024-01-17 22:39:00,206,M013,OP036,3,PLANT2,completed
PO000840,PART-009,LOT-00840,2024-01-27 05:01:00,371,M008,OP013,3,PLANT3,completed
PO000841,PART-016,LOT-00841,2024-01-26 06:34:00,241,M013,OP026,1,PLANT1,in_progress
PO000842,PART-048,LOT-00842,2024-01-07 19:20:00,262,M001,OP023,2,PLANT2,completed
PO000843,PART-041,LOT-00843,2024-01-24 12:42:00,293,M011,OP063,1,PLANT2,completed
PO000844,PART-037,LOT-00844,2024-01-03 04:06:00,223,M004,OP089,3,PLANT1,completed
PO000845,PART-017,LOT-00845,2024-01-22 16:30:00,449,M004,OP058,2,PLANT3,completed
PO000846,PART-024,LOT-00846,2024-01-17 09:33:00,306,M018,OP033,1,PLANT2,completed
PO000847,PART-008,LOT-00847,2024-01-16 23:29:00,464,M020,OP026,3,PLANT3,completed
PO000848,PART-042,LOT-00848,2024-01-25 12:07:00,109,M010,OP046,1,PLANT2,completed
PO000849,PART-032,LOT-00849,2024-01-21 08:10:00,475,M003,OP049,1,PLANT3,completed
PO000850,PART-041,LOT-00850,2024-01-07 14:12:00,464,M006,OP082,2,PLANT2,completed
PO000851,PART-040,LOT-00851,2024-01-27 00:22:00,227,M003,OP011,3,PLANT1,completed
PO000852,PART-021,LOT-00852,2024-01-15 10:06:00,354,M010,OP091,1,PLANT2,completed
PO000853,PART-026,LOT-00853,2024-01-13 08:16:00,474,M015,OP100,1,PLANT2,completed
PO000854,PART-034,LOT-00854,2024-01-21 11:50:00,231,M006,OP024,1,PLANT1,completed
PO000855,PART-016,LOT-00855,2024-01-12 10:51:00,400,M003,OP027,1,PLANT1,completed
PO000856,PART-007,LOT-00856,2024-01-03 21:40:00,499,M016,OP071,2,PLANT1,completed
PO000857,PART-026,LOT-00857,2024-01-24 20:19:00,411,M003,OP014,2,PLANT2,completed
PO000858,PART-006,LOT-00858,2024-01-30 19:15:00,496,M013,OP040,2,PLANT1,completed
PO000859,PART-019,LOT-00859,2024-01-21 04:02:00,340,M005,OP017,3,PLANT3,in_progress
PO000860,PART-002,LOT-00860,2024-01-02 14:23:00,359,M012,OP042,2,PLANT2,completed
PO000861,PART-035,LOT-00861,2024-01-13 09:32:00,300,M015,OP018,1,PLANT3,completed
PO000862,PART-038,LOT-00862,2024-01-28 04:43:00,253,M019,OP056,3,PLANT3,completed
PO000863,PART-035,LOT-00863,2024-01-15 02:13:00,485,M012,OP062,3,PLANT3,completed
PO000864,PART-006,LOT-00864,2024-01-21 02:37:00,177,M012,OP053,3,PLANT2,completed
PO000865,PART-001,LOT-00865,2024-01-01 00:06:00,287,M005,OP045,3,PLANT2,completed
PO000866,PART-001,LOT-00866,2024-01-23 09:19:00,406,M016,OP039,1,PLANT1,completed
PO000867,PART-019,LOT-00867,2024-01-28 04:05:00,138,M001,OP071,3,PLANT2,completed
PO000868,PART-036,LOT-00868,2024-01-20 21:26:00,222,M008,OP021,2,PLANT3,completed
PO000869,PART-025,LOT-00869,2024-01-18 05:16:00,132,M009,OP011,3,PLANT2,completed
PO000870,PART-034,LOT-00870,2024-01-28 21:47:00,433,M009,OP037,2,PLANT3,completed
PO000871,PART-018,LOT-00871,2024-01-19 19:00:00,116,M003,OP024,2,PLANT1,completed
PO000872,PART-041,LOT-00872,2024-01-21 17:21:00,336,M015,OP035,2,PLANT3,completed
PO000873,PART-013,LOT-00873,2024-01-15 14:13:00,29,M005,OP007,2,PLANT3,completed
PO000874,PART-007,LOT-00874,2024-01-13 20:08:00,157,M005,OP092,2,PLANT2,completed
PO000875,PART-015,LOT-00875,2024-01-05 02:31:00,97,M001,OP064,3,PLANT1,completed
PO000876,PART-020,LOT-00876,2024-01-23 16:22:00,210,M015,OP090,2,PLANT1,completed
PO000877,PART-049,LOT-00877,2024-01-07 15:34:00,48,M009,OP100,2,PLANT2,completed
PO000878,PART-031,LOT-00878,2024-01-09 06:21:00,118,M009,OP049,1,PLANT1,completed
PO000879,PART-050,LOT-00879,2024-01-12 07:55:00,217,M015,OP032,1,PLANT3,delayed
PO000880,PART-013,LOT-00880,2024-01-21 23:21:00,396,M004,OP067,3,PLANT3,delayed
PO000881,PART-031,LOT-00881,2024-01-18 17:01:00,368,M010,OP042,2,PLANT1,completed
PO000882,PART-003,LOT-00882,2024-01-26 00:17:00,286,M004,OP033,3,PLANT2,completed
PO000883,PART-013,LOT-00883,2024-01-17 09:40:00,474,M002,OP086,1,PLANT1,delayed
PO000884,PART-016,LOT-00884,2024-01-29 19:18:00,242,M011,OP002,2,PLANT1,completed
PO000885,PART-038,LOT-00885,2024-01-06 10:41:00,222,M008,OP002,1,PLANT1,completed
PO000886,PART-045,LOT-00886,2024-01-22 15:07:00,372,M020,OP020,2,PLANT2,completed
PO000887,PART-016,LOT-00887,2024-01-08 04:14:00,275,M003,OP088,3,PLANT3,completed
PO000888,PART-049,LOT-00888,2024-01-29 10:48:00,50,M002,OP046,1,PLANT3,completed
PO000889,PART-035,LOT-00889,2024-01-05 21:18:00,84,M016,OP030,2,PLANT2,delayed
PO000890,PART-042,LOT-00890,2024-01-16 19:21:00,432,M015,OP094,2,PLANT1,completed
PO000891,PART-025,LOT-00891,2024-01-17 07:12:00,390,M005,OP033,1,PLANT1,completed
PO000892,PART-029,LOT-00892,2024-01-26 10:36:00,170,M018,OP090,1,PLANT2,completed
PO000893,PART-012,LOT-00893,2024-01-25 17:46:00,198,M011,OP094,2,PLANT2,completed
PO000894,PART-039,LOT-00894,2024-01-26 05:41:00,102,M003,OP068,3,PLANT1,completed
PO000895,PART-017,LOT-00895,2024-01-25 15:34:00,207,M015,OP001,2,PLANT3,completed
PO000896,PART-047,LOT-00896,2024-01-09 10:39:00,472,M001,OP080,1,PLANT2,completed
PO000897,PART-016,LOT-00897,2024-01-15 14:17:00,389,M003,OP085,2,PLANT3,in_progress
PO000898,PART-013,LOT-00898,2024-01-24 20:25:00,369,M016,OP099,2,PLANT3,completed
PO000899,PART-019,LOT-00899,2024-01-15 16:21:00,229,M011,OP015,2,PLANT1,completed
PO000900,PART-005,LOT-00900,2024-01-02 23:48:00,447,M005,OP023,3,PLANT1,completed
PO000901,PART-032,LOT-00901,2024-01-09 17:17:00,70,M002,OP074,2,PLANT3,in_progress
PO000902,PART-043,LOT-00902,2024-01-23 07:06:00,289,M020,OP090,1,PLANT3,completed
PO000903,PART-024,LOT-00903,2024-01-11 01:05:00,330,M003,OP002,3,PLANT1,completed
PO000904,PART-006,LOT-00904,2024-01-22 07:14:00,430,M002,OP047,1,PLANT3,completed
PO000905,PART-027,LOT-00905,2024-01-17 19:07:00,426,M002,OP079,2,PLANT2,completed
PO000906,PART-047,LOT-00906,2024-01-04 04:52:00,447,M010,OP010,3,PLANT1,delayed
PO000907,PART-007,LOT-00907,2024-01-05 14:33:00,391,M008,OP069,2,PLANT2,completed
PO000908,PART-034,LOT-00908,2024-01-30 21:29:00,147,M019,OP081,2,PLANT1,completed
PO000909,PART-036,LOT-00909,2024-01-19 21:29:00,402,M004,OP099,2,PLANT3,completed
PO000910,PART-044,LOT-00910,2024-01-21 21:02:00,379,M014,OP014,2,PLANT1,completed
PO000911,PART-036,LOT-00911,2024-01-19 06:36:00,278,M011,OP085,1,PLANT1,completed
PO000912,PART-039,LOT-00912,2024-01-21 03:53:00,497,M012,OP041,3,PLANT3,delayed
PO000913,PART-021,LOT-00913,2024-01-17 22:01:00,231,M014,OP093,3,PLANT2,completed
PO000914,PART-037,LOT-00914,2024-01-25 19:58:00,129,M013,OP099,2,PLANT3,delayed
PO000915,PART-017,LOT-00915,2024-01-17 09:13:00,251,M015,OP051,1,PLANT1,completed
PO000916,PART-019,LOT-00916,2024-01-28 02:43:00,28,M017,OP018,3,PLANT2,completed
PO000917,PART-015,LOT-00917,2024-01-10 18:38:00,458,M011,OP003,2,PLANT3,in_progress
PO000918,PART-036,LOT-00918,2024-01-24 06:26:00,304,M019,OP074,1,PLANT1,completed
PO000919,PART-030,LOT-00919,2024-01-17 04:28:00,99,M005,OP034,3,PLANT2,in_progress
PO000920,PART-016,LOT-00920,2024-01-11 14:29:00,151,M010,OP012,2,PLANT3,completed
PO000921,PART-014,LOT-00921,2024-01-04 12:19:00,390,M011,OP062,1,PLANT1,completed
PO000922,PART-045,LOT-00922,2024-01-27 05:23:00,439,M004,OP077,3,PLANT3,completed
PO000923,PART-047,LOT-00923,2024-01-27 05:27:00,215,M003,OP100,3,PLANT1,delayed
PO000924,PART-022,LOT-00924,2024-01-16 20:01:00,470,M014,OP054,2,PLANT1,in_progress
PO000925,PART-015,LOT-00925,2024-01-30 17:00:00,454,M020,OP002,2,PLANT3,completed
PO000926,PART-025,LOT-00926,2024-01-03 11:07:00,176,M017,OP006,1,PLANT2,completed
