measurement_id,component_id,lot_id,feature_name,nominal_value,upper_tolerance,lower_tolerance,measured_value,measurement_timestamp,cmm_machine_id,inspector_id,result
M0001031,PART-050,LOT-01031,flatness,0,0.1,0,-0.002,1/22/2024 6:20,CMM2,QC015,fail
M0001032,PART-040,LOT-01032,width,10,10.1,9.9,10,1/14/2024 0:51,CMM2,QC016,pass
M0001033,PART-043,LOT-01033,outer_diameter,100,100.5,99.5,99.807,1/17/2024 12:48,CMM3,QC018,pass
M0001034,PART-031,LOT-01034,flatness,0,0.1,0,0.05,1/7/2024 14:18,CMM3,QC012,pass
M0001035,PART-023,LOT-01035,outer_diameter,100,100.5,99.5,100.146,1/28/2024 12:12,CMM1,QC017,pass
M0001036,PART-046,LOT-01036,angle,45,46,44,44.926,1/6/2024 5:51,CMM2,QC013,pass
M0001037,PART-035,LOT-01037,length,20,20.2,19.8,20.002,1/22/2024 19:30,CMM2,QC019,pass
M0001038,PART-036,LOT-01038,flatness,0,0.1,0,0.007,1/10/2024 0:41,CMM2,QC010,pass
M0001039,PART-045,LOT-01039,width,10,10.1,9.9,9.932,1/28/2024 23:29,CMM1,QC020,pass
M0001040,PART-016,LOT-01040,thickness,5,5.05,4.95,4.996,1/10/2024 11:03,CMM2,QC001,pass
M0001041,PART-032,LOT-01041,width,10,10.1,9.9,9.977,1/7/2024 2:52,CMM2,QC010,pass
M0001042,PART-029,LOT-01042,flatness,0,0.1,0,-0.033,1/10/2024 18:25,CMM3,QC012,fail
M0001043,PART-039,LOT-01043,width,10,10.1,9.9,9.991,1/18/2024 8:52,CMM3,QC016,pass
M0001044,PART-014,LOT-01044,width,10,10.1,9.9,10.144,1/7/2024 8:44,CMM3,QC005,fail
M0001045,PART-049,LOT-01045,parallelism,0,0.1,0,0.06,1/8/2024 16:15,CMM3,QC013,pass
M0001046,PART-040,LOT-01046,width,10,10.1,9.9,10.021,1/27/2024 17:15,CMM2,QC013,pass
M0001047,PART-020,LOT-01047,parallelism,0,0.1,0,-0.019,1/28/2024 19:53,CMM1,QC006,fail
M0001048,PART-023,LOT-01048,width,10,10.1,9.9,10.019,1/6/2024 9:31,CMM2,QC009,pass
M0001049,PART-009,LOT-01049,width,10,10.1,9.9,10.047,1/14/2024 13:19,CMM2,QC013,pass
M0001050,PART-036,LOT-01050,bore_diameter,50,50.4,49.6,50.123,1/18/2024 21:23,CMM1,QC002,pass
M0001051,PART-038,LOT-01051,bore_diameter,50,50.4,49.6,50.008,1/20/2024 7:38,CMM2,QC013,pass
M0001052,PART-028,LOT-01052,bore_diameter,50,50.4,49.6,49.914,1/26/2024 8:24,CMM3,QC005,pass
M0001053,PART-025,LOT-01053,flatness,0,0.1,0,0.023,1/19/2024 9:31,CMM2,QC018,pass
M0001054,PART-043,LOT-01054,width,10,10.1,9.9,10.013,1/8/2024 1:07,CMM2,QC020,pass
M0001055,PART-047,LOT-01055,angle,45,46,44,45.298,1/23/2024 20:36,CMM1,QC016,pass
M0001056,PART-027,LOT-01056,flatness,0,0.1,0,0.021,1/23/2024 9:06,CMM3,QC001,pass
M0001057,PART-033,LOT-01057,width,10,10.1,9.9,10.035,1/21/2024 9:15,CMM2,QC012,pass
M0001058,PART-028,LOT-01058,outer_diameter,100,100.5,99.5,100.628,1/29/2024 3:21,CMM3,QC009,fail
M0001059,PART-033,LOT-01059,flatness,0,0.1,0,-0.018,1/14/2024 18:05,CMM2,QC009,fail
M0001060,PART-003,LOT-01060,parallelism,0,0.1,0,0.044,1/28/2024 16:34,CMM1,QC018,pass
M0001061,PART-045,LOT-01061,parallelism,0,0.1,0,0.007,1/4/2024 18:27,CMM3,QC011,pass
M0001062,PART-006,LOT-01062,length,20,20.2,19.8,20.138,1/26/2024 7:38,CMM1,QC011,pass
M0001063,PART-048,LOT-01063,flatness,0,0.1,0,-0.023,1/4/2024 18:17,CMM3,QC007,fail
M0001064,PART-022,LOT-01064,parallelism,0,0.1,0,0.058,1/26/2024 3:23,CMM3,QC015,pass
M0001065,PART-031,LOT-01065,parallelism,0,0.1,0,0.007,1/28/2024 11:55,CMM3,QC017,pass
M0001066,PART-019,LOT-01066,width,10,10.1,9.9,9.978,1/14/2024 20:53,CMM1,QC009,pass
M0001067,PART-047,LOT-01067,angle,45,46,44,43.741,1/28/2024 6:43,CMM1,QC017,fail
M0001068,PART-037,LOT-01068,bore_diameter,50,50.4,49.6,49.935,1/5/2024 7:22,CMM2,QC002,pass
M0001069,PART-032,LOT-01069,length,20,20.2,19.8,19.979,1/6/2024 2:07,CMM3,QC019,pass
M0001070,PART-040,LOT-01070,flatness,0,0.1,0,0.014,1/15/2024 8:53,CMM3,QC006,pass
M0001071,PART-012,LOT-01071,thickness,5,5.05,4.95,5.009,1/28/2024 17:22,CMM1,QC012,pass
M0001072,PART-012,LOT-01072,thickness,5,5.05,4.95,4.99,1/14/2024 11:21,CMM2,QC006,pass
M0001073,PART-003,LOT-01073,outer_diameter,100,100.5,99.5,99.996,1/16/2024 20:28,CMM3,QC012,pass
M0001074,PART-049,LOT-01074,flatness,0,0.1,0,0.128,1/19/2024 19:02,CMM3,QC018,fail
M0001075,PART-041,LOT-01075,bore_diameter,50,50.4,49.6,50.286,1/9/2024 9:43,CMM2,QC020,pass
M0001076,PART-017,LOT-01076,thickness,5,5.05,4.95,5.029,1/6/2024 6:41,CMM2,QC019,pass
M0001077,PART-031,LOT-01077,bore_diameter,50,50.4,49.6,50.058,1/26/2024 6:39,CMM2,QC015,pass
M0001078,PART-017,LOT-01078,thickness,5,5.05,4.95,5.001,1/9/2024 13:32,CMM3,QC004,pass
M0001079,PART-029,LOT-01079,outer_diameter,100,100.5,99.5,100.02,1/18/2024 20:15,CMM1,QC004,pass
M0001080,PART-007,LOT-01080,angle,45,46,44,43.634,1/26/2024 23:18,CMM2,QC011,fail
M0001081,PART-018,LOT-01081,angle,45,46,44,45.205,1/17/2024 7:52,CMM3,QC017,pass
M0001082,PART-026,LOT-01082,outer_diameter,100,100.5,99.5,99.83,1/23/2024 15:39,CMM1,QC002,pass
M0001083,PART-013,LOT-01083,thickness,5,5.05,4.95,4.996,1/26/2024 0:55,CMM3,QC008,pass
M0001084,PART-001,LOT-01084,width,10,10.1,9.9,9.944,1/4/2024 10:13,CMM3,QC014,pass
M0001085,PART-029,LOT-01085,flatness,0,0.1,0,-0.031,1/17/2024 19:56,CMM3,QC001,fail
M0001086,PART-040,LOT-01086,bore_diameter,50,50.4,49.6,50.053,1/6/2024 1:25,CMM2,QC007,pass
M0001087,PART-041,LOT-01087,bore_diameter,50,50.4,49.6,50.086,1/6/2024 14:01,CMM1,QC006,pass
M0001088,PART-043,LOT-01088,thickness,5,5.05,4.95,4.992,1/31/2024 16:41,CMM1,QC018,pass
M0001089,PART-019,LOT-01089,outer_diameter,100,100.5,99.5,100.262,1/23/2024 17:02,CMM1,QC013,pass
M0001090,PART-018,LOT-01090,outer_diameter,100,100.5,99.5,99.796,1/22/2024 0:22,CMM3,QC019,pass
M0001091,PART-018,LOT-01091,outer_diameter,100,100.5,99.5,99.756,1/4/2024 21:08,CMM3,QC012,pass
M0001092,PART-017,LOT-01092,bore_diameter,50,50.4,49.6,50.03,1/9/2024 23:20,CMM1,QC019,pass
M0001093,PART-012,LOT-01093,outer_diameter,100,100.5,99.5,100.175,2/1/2024 8:02,CMM3,QC008,pass
M0001094,PART-014,LOT-01094,flatness,0,0.1,0,0.056,1/29/2024 3:36,CMM3,QC014,pass
M0001095,PART-003,LOT-01095,parallelism,0,0.1,0,-0.015,1/4/2024 7:38,CMM3,QC001,fail
M0001096,PART-002,LOT-01096,thickness,5,5.05,4.95,5.018,1/24/2024 0:37,CMM3,QC007,pass
M0001097,PART-010,LOT-01097,length,20,20.2,19.8,19.997,1/17/2024 11:15,CMM3,QC012,pass
M0001098,PART-050,LOT-01098,bore_diameter,50,50.4,49.6,49.977,1/25/2024 3:57,CMM1,QC020,pass
M0001099,PART-005,LOT-01099,flatness,0,0.1,0,0.029,1/27/2024 2:57,CMM1,QC007,pass
M0001100,PART-031,LOT-01100,length,20,20.2,19.8,20.043,1/7/2024 0:23,CMM2,QC019,pass
M0001101,PART-026,LOT-01101,angle,45,46,44,44.475,1/3/2024 20:17,CMM1,QC019,pass
M0001102,PART-022,LOT-01102,thickness,5,5.05,4.95,5.075,1/5/2024 4:52,CMM2,QC003,fail
M0001103,PART-012,LOT-01103,parallelism,0,0.1,0,0.049,1/27/2024 14:38,CMM3,QC012,pass
M0001104,PART-025,LOT-01104,flatness,0,0.1,0,0.046,1/7/2024 0:37,CMM2,QC018,pass
M0001105,PART-029,LOT-01105,bore_diameter,50,50.4,49.6,49.917,1/9/2024 20:56,CMM1,QC006,pass
M0001106,PART-038,LOT-01106,flatness,0,0.1,0,0.013,1/13/2024 19:29,CMM1,QC002,pass
M0001107,PART-032,LOT-01107,width,10,10.1,9.9,10.016,1/26/2024 7:12,CMM3,QC012,pass
M0001108,PART-022,LOT-01108,outer_diameter,100,100.5,99.5,100.043,1/4/2024 5:45,CMM3,QC003,pass
M0001109,PART-030,LOT-01109,length,20,20.2,19.8,19.963,1/26/2024 21:04,CMM2,QC002,pass
M0001110,PART-010,LOT-01110,outer_diameter,100,100.5,99.5,99.888,1/23/2024 13:00,CMM3,QC005,pass
M0001111,PART-045,LOT-01111,width,10,10.1,9.9,9.999,2/1/2024 3:38,CMM3,QC008,pass
M0001112,PART-020,LOT-01112,width,10,10.1,9.9,10.039,1/6/2024 6:16,CMM2,QC019,pass
M0001113,PART-007,LOT-01113,parallelism,0,0.1,0,0.018,1/6/2024 12:42,CMM1,QC014,pass
M0001114,PART-013,LOT-01114,length,20,20.2,19.8,19.975,1/21/2024 3:32,CMM3,QC011,pass
M0001115,PART-037,LOT-01115,flatness,0,0.1,0,0.026,1/27/2024 16:15,CMM3,QC020,pass
M0001116,PART-022,LOT-01116,outer_diameter,100,100.5,99.5,99.525,1/5/2024 10:03,CMM3,QC013,pass
M0001117,PART-024,LOT-01117,outer_diameter,100,100.5,99.5,100.191,1/27/2024 5:28,CMM3,QC002,pass
M0001118,PART-007,LOT-01118,thickness,5,5.05,4.95,4.971,1/30/2024 16:31,CMM1,QC003,pass
M0001119,PART-032,LOT-01119,outer_diameter,100,100.5,99.5,99.94,1/4/2024 19:10,CMM1,QC014,pass
M0001120,PART-038,LOT-01120,bore_diameter,50,50.4,49.6,49.851,1/14/2024 22:54,CMM2,QC004,pass
M0001121,PART-041,LOT-01121,bore_diameter,50,50.4,49.6,49.827,1/15/2024 6:56,CMM2,QC002,pass
M0001122,PART-040,LOT-01122,outer_diameter,100,100.5,99.5,100.193,1/4/2024 0:05,CMM1,QC009,pass
M0001123,PART-006,LOT-01123,bore_diameter,50,50.4,49.6,49.938,1/31/2024 0:03,CMM1,QC009,pass
M0001124,PART-016,LOT-01124,flatness,0,0.1,0,0.012,1/10/2024 9:36,CMM2,QC019,pass
M0001125,PART-049,LOT-01125,angle,45,46,44,46.299,1/27/2024 12:31,CMM2,QC017,fail
M0001126,PART-018,LOT-01126,bore_diameter,50,50.4,49.6,49.994,1/3/2024 17:57,CMM3,QC015,pass
M0001127,PART-031,LOT-01127,thickness,5,5.05,4.95,5.008,1/24/2024 18:25,CMM3,QC018,pass
M0001128,PART-024,LOT-01128,width,10,10.1,9.9,10.003,1/15/2024 15:21,CMM3,QC012,pass
M0001129,PART-049,LOT-01129,bore_diameter,50,50.4,49.6,49.829,1/21/2024 23:57,CMM3,QC009,pass
M0001130,PART-012,LOT-01130,outer_diameter,100,100.5,99.5,100.166,1/9/2024 22:37,CMM3,QC001,pass
M0001131,PART-016,LOT-01131,thickness,5,5.05,4.95,4.992,1/22/2024 10:51,CMM3,QC015,pass
M0001132,PART-044,LOT-01132,flatness,0,0.1,0,-0.052,1/16/2024 7:44,CMM3,QC018,fail
M0001133,PART-048,LOT-01133,thickness,5,5.05,4.95,4.993,1/21/2024 18:39,CMM2,QC020,pass
M0001134,PART-038,LOT-01134,outer_diameter,100,100.5,99.5,100.25,1/23/2024 23:06,CMM1,QC002,pass
M0001135,PART-030,LOT-01135,outer_diameter,100,100.5,99.5,100.142,1/9/2024 20:29,CMM2,QC005,pass
M0001136,PART-041,LOT-01136,flatness,0,0.1,0,-0.012,1/18/2024 1:40,CMM3,QC013,fail
M0001137,PART-037,LOT-01137,angle,45,46,44,44.884,1/3/2024 17:09,CMM1,QC013,pass
M0001138,PART-011,LOT-01138,length,20,20.2,19.8,19.979,1/17/2024 19:16,CMM2,QC003,pass
M0001139,PART-041,LOT-01139,outer_diameter,100,100.5,99.5,100.346,1/29/2024 19:57,CMM1,QC018,pass
M0001140,PART-006,LOT-01140,flatness,0,0.1,0,0.013,1/20/2024 5:40,CMM2,QC020,pass
M0001141,PART-030,LOT-01141,length,20,20.2,19.8,20.029,1/14/2024 17:55,CMM3,QC020,pass
M0001142,PART-028,LOT-01142,flatness,0,0.1,0,0.034,1/27/2024 10:55,CMM1,QC013,pass
M0001143,PART-027,LOT-01143,angle,45,46,44,45.08,1/4/2024 7:18,CMM3,QC016,pass
M0001144,PART-034,LOT-01144,thickness,5,5.05,4.95,5.065,1/20/2024 5:42,CMM1,QC007,fail
M0001145,PART-036,LOT-01145,outer_diameter,100,100.5,99.5,99.957,1/1/2024 22:34,CMM2,QC005,pass
M0001146,PART-016,LOT-01146,thickness,5,5.05,4.95,4.997,1/30/2024 23:23,CMM2,QC005,pass
M0001147,PART-046,LOT-01147,angle,45,46,44,44.976,1/22/2024 21:39,CMM1,QC001,pass
M0001148,PART-030,LOT-01148,angle,45,46,44,44.988,1/23/2024 11:33,CMM3,QC010,pass
M0001149,PART-024,LOT-01149,flatness,0,0.1,0,0.024,1/30/2024 16:38,CMM1,QC004,pass
M0001150,PART-045,LOT-01150,angle,45,46,44,45.017,1/16/2024 6:37,CMM2,QC005,pass
M0001151,PART-045,LOT-01151,bore_diameter,50,50.4,49.6,50.098,1/30/2024 19:00,CMM1,QC011,pass
M0001152,PART-022,LOT-01152,width,10,10.1,9.9,9.997,1/3/2024 23:52,CMM3,QC004,pass
M0001153,PART-030,LOT-01153,thickness,5,5.05,4.95,5.001,1/30/2024 6:15,CMM1,QC011,pass
M0001154,PART-046,LOT-01154,width,10,10.1,9.9,9.933,1/4/2024 10:11,CMM1,QC005,pass
M0001155,PART-008,LOT-01155,length,20,20.2,19.8,20.061,2/1/2024 9:55,CMM1,QC001,pass
M0001156,PART-049,LOT-01156,outer_diameter,100,100.5,99.5,100.058,1/12/2024 19:14,CMM2,QC009,pass
M0001157,PART-018,LOT-01157,width,10,10.1,9.9,10.033,1/4/2024 4:29,CMM3,QC003,pass
M0001158,PART-034,LOT-01158,thickness,5,5.05,4.95,4.952,1/8/2024 0:01,CMM2,QC017,pass
M0001159,PART-029,LOT-01159,width,10,10.1,9.9,10.07,1/29/2024 18:14,CMM3,QC015,pass
M0001160,PART-026,LOT-01160,parallelism,0,0.1,0,-0.005,1/10/2024 13:18,CMM1,QC010,fail
M0001161,PART-045,LOT-01161,bore_diameter,50,50.4,49.6,50.148,1/7/2024 23:36,CMM1,QC014,pass
M0001162,PART-002,LOT-01162,length,20,20.2,19.8,19.931,1/14/2024 21:13,CMM2,QC020,pass
M0001163,PART-029,LOT-01163,outer_diameter,100,100.5,99.5,100.102,2/1/2024 1:10,CMM1,QC002,pass
M0001164,PART-015,LOT-01164,flatness,0,0.1,0,-0.035,1/25/2024 10:33,CMM1,QC014,fail
M0001165,PART-042,LOT-01165,angle,45,46,44,44.792,1/17/2024 5:24,CMM3,QC014,pass
M0001166,PART-036,LOT-01166,width,10,10.1,9.9,10.064,1/22/2024 5:20,CMM3,QC016,pass
M0001167,PART-020,LOT-01167,parallelism,0,0.1,0,-0.006,1/9/2024 17:34,CMM1,QC014,fail
M0001168,PART-019,LOT-01168,width,10,10.1,9.9,10.007,1/3/2024 22:41,CMM3,QC017,pass
M0001169,PART-040,LOT-01169,length,20,20.2,19.8,20.058,1/10/2024 7:37,CMM2,QC005,pass
M0001170,PART-046,LOT-01170,angle,45,46,44,45.165,1/9/2024 22:38,CMM1,QC005,pass
M0001171,PART-037,LOT-01171,angle,45,46,44,45.05,1/7/2024 1:08,CMM1,QC015,pass
M0001172,PART-046,LOT-01172,length,20,20.2,19.8,20.024,1/3/2024 10:53,CMM1,QC008,pass
M0001173,PART-035,LOT-01173,thickness,5,5.05,4.95,5.04,1/8/2024 23:35,CMM3,QC017,pass
M0001174,PART-032,LOT-01174,length,20,20.2,19.8,19.996,1/8/2024 20:47,CMM1,QC001,pass
M0001175,PART-035,LOT-01175,thickness,5,5.05,4.95,5.003,1/25/2024 8:13,CMM2,QC013,pass
M0001176,PART-049,LOT-01176,flatness,0,0.1,0,0.035,1/28/2024 12:39,CMM1,QC018,pass
M0001177,PART-029,LOT-01177,parallelism,0,0.1,0,0.037,1/18/2024 6:56,CMM3,QC017,pass
M0001178,PART-009,LOT-01178,parallelism,0,0.1,0,0.04,1/27/2024 19:47,CMM1,QC002,pass
M0001179,PART-015,LOT-01179,parallelism,0,0.1,0,0.021,1/21/2024 11:07,CMM3,QC007,pass
M0001180,PART-013,LOT-01180,flatness,0,0.1,0,-0.038,1/29/2024 3:15,CMM1,QC004,fail
M0001181,PART-006,LOT-01181,angle,45,46,44,45.544,1/27/2024 9:05,CMM1,QC013,pass
M0001182,PART-033,LOT-01182,length,20,20.2,19.8,19.924,1/20/2024 15:48,CMM1,QC016,pass
M0001183,PART-004,LOT-01183,thickness,5,5.05,4.95,5.005,1/17/2024 15:22,CMM2,QC009,pass
M0001184,PART-024,LOT-01184,width,10,10.1,9.9,9.889,1/2/2024 13:18,CMM1,QC009,fail
M0001185,PART-036,LOT-01185,thickness,5,5.05,4.95,4.987,1/6/2024 12:40,CMM3,QC013,pass
M0001186,PART-019,LOT-01186,thickness,5,5.05,4.95,4.999,1/9/2024 15:54,CMM2,QC009,pass
M0001187,PART-038,LOT-01187,width,10,10.1,9.9,10.011,1/29/2024 19:06,CMM3,QC016,pass
M0001188,PART-034,LOT-01188,outer_diameter,100,100.5,99.5,100.054,1/18/2024 1:21,CMM2,QC008,pass
M0001189,PART-027,LOT-01189,width,10,10.1,9.9,10.014,1/30/2024 18:44,CMM3,QC015,pass
M0001190,PART-046,LOT-01190,length,20,20.2,19.8,20.108,1/28/2024 11:18,CMM2,QC001,pass
M0001191,PART-019,LOT-01191,outer_diameter,100,100.5,99.5,100.559,1/27/2024 20:58,CMM2,QC008,fail
M0001192,PART-036,LOT-01192,thickness,5,5.05,4.95,5.008,1/23/2024 16:12,CMM2,QC012,pass
M0001193,PART-041,LOT-01193,angle,45,46,44,44.919,1/31/2024 20:17,CMM2,QC003,pass
M0001194,PART-027,LOT-01194,outer_diameter,100,100.5,99.5,100.161,1/10/2024 9:55,CMM3,QC013,pass
M0001195,PART-032,LOT-01195,bore_diameter,50,50.4,49.6,50.159,1/4/2024 8:52,CMM1,QC012,pass
M0001196,PART-017,LOT-01196,length,20,20.2,19.8,19.918,1/30/2024 5:56,CMM1,QC015,pass
M0001197,PART-047,LOT-01197,flatness,0,0.1,0,0.02,1/27/2024 18:20,CMM3,QC005,pass
M0001198,PART-021,LOT-01198,parallelism,0,0.1,0,0.023,1/23/2024 12:34,CMM1,QC007,pass
M0001199,PART-024,LOT-01199,width,10,10.1,9.9,9.99,1/20/2024 12:13,CMM1,QC008,pass
M0001200,PART-041,LOT-01200,angle,45,46,44,45.459,1/4/2024 13:54,CMM2,QC001,pass
M0001201,PART-007,LOT-01201,thickness,5,5.05,4.95,4.997,1/30/2024 1:00,CMM1,QC010,pass
M0001202,PART-044,LOT-01202,width,10,10.1,9.9,10.004,1/16/2024 3:51,CMM2,QC010,pass
M0001203,PART-010,LOT-01203,parallelism,0,0.1,0,-0.006,1/2/2024 21:05,CMM2,QC001,fail
M0001204,PART-027,LOT-01204,parallelism,0,0.1,0,0.126,1/18/2024 11:42,CMM2,QC013,fail
M0001205,PART-015,LOT-01205,bore_diameter,50,50.4,49.6,49.518,1/11/2024 10:48,CMM1,QC006,fail
M0001206,PART-034,LOT-01206,length,20,20.2,19.8,20.001,1/25/2024 16:11,CMM3,QC018,pass
M0001207,PART-005,LOT-01207,length,20,20.2,19.8,19.927,1/6/2024 20:19,CMM3,QC014,pass
M0001208,PART-045,LOT-01208,length,20,20.2,19.8,19.904,1/18/2024 4:01,CMM2,QC005,pass
M0001209,PART-022,LOT-01209,flatness,0,0.1,0,0.053,1/9/2024 9:05,CMM3,QC007,pass
M0001210,PART-015,LOT-01210,width,10,10.1,9.9,9.972,1/7/2024 15:35,CMM3,QC012,pass
M0001211,PART-014,LOT-01211,flatness,0,0.1,0,-0.033,1/8/2024 16:13,CMM1,QC013,fail
M0001212,PART-050,LOT-01212,flatness,0,0.1,0,-0.072,1/24/2024 1:56,CMM1,QC009,fail
M0001213,PART-043,LOT-01213,angle,45,46,44,44.787,1/24/2024 14:51,CMM1,QC007,pass
M0001214,PART-003,LOT-01214,thickness,5,5.05,4.95,4.978,1/4/2024 16:21,CMM1,QC011,pass
M0001215,PART-039,LOT-01215,thickness,5,5.05,4.95,5.027,1/11/2024 19:21,CMM1,QC004,pass
M0001216,PART-006,LOT-01216,thickness,5,5.05,4.95,5.017,1/8/2024 17:59,CMM2,QC004,pass
M0001217,PART-033,LOT-01217,length,20,20.2,19.8,19.954,1/29/2024 8:30,CMM1,QC001,pass
M0001218,PART-038,LOT-01218,flatness,0,0.1,0,0.075,1/2/2024 20:16,CMM3,QC003,pass
M0001219,PART-011,LOT-01219,parallelism,0,0.1,0,0.033,1/25/2024 11:41,CMM2,QC018,pass
M0001220,PART-031,LOT-01220,width,10,10.1,9.9,9.989,1/18/2024 8:16,CMM3,QC017,pass
M0001221,PART-007,LOT-01221,outer_diameter,100,100.5,99.5,99.583,1/10/2024 7:32,CMM3,QC011,pass
M0001222,PART-015,LOT-01222,angle,45,46,44,45.764,1/21/2024 12:11,CMM3,QC012,pass
M0001223,PART-009,LOT-01223,thickness,5,5.05,4.95,4.977,1/25/2024 4:33,CMM1,QC016,pass
M0001224,PART-003,LOT-01224,width,10,10.1,9.9,9.945,1/5/2024 6:50,CMM2,QC007,pass
M0001225,PART-039,LOT-01225,flatness,0,0.1,0,0.034,1/16/2024 11:47,CMM1,QC016,pass
M0001226,PART-028,LOT-01226,flatness,0,0.1,0,0.081,1/10/2024 23:12,CMM2,QC016,pass
M0001227,PART-001,LOT-01227,parallelism,0,0.1,0,0.046,1/23/2024 22:00,CMM2,QC018,pass
M0001228,PART-044,LOT-01228,flatness,0,0.1,0,0.019,1/5/2024 15:50,CMM1,QC016,pass
M0001229,PART-007,LOT-01229,thickness,5,5.05,4.95,5.01,1/8/2024 20:17,CMM3,QC012,pass
M0001230,PART-026,LOT-01230,width,10,10.1,9.9,10.028,1/8/2024 1:05,CMM1,QC018,pass
M0001231,PART-046,LOT-01231,thickness,5,5.05,4.95,5.013,1/28/2024 18:36,CMM1,QC007,pass
M0001232,PART-023,LOT-01232,width,10,10.1,9.9,10.009,1/22/2024 15:43,CMM3,QC016,pass
M0001233,PART-010,LOT-01233,flatness,0,0.1,0,0.003,1/21/2024 17:34,CMM1,QC004,pass
M0001234,PART-041,LOT-01234,outer_diameter,100,100.5,99.5,99.99,1/8/2024 18:01,CMM1,QC011,pass
M0001235,PART-032,LOT-01235,thickness,5,5.05,4.95,4.987,1/2/2024 5:13,CMM2,QC010,pass
M0001236,PART-020,LOT-01236,length,20,20.2,19.8,19.981,1/30/2024 9:21,CMM2,QC016,pass
M0001237,PART-034,LOT-01237,length,20,20.2,19.8,19.887,1/24/2024 1:36,CMM3,QC020,pass
M0001238,PART-032,LOT-01238,bore_diameter,50,50.4,49.6,49.987,1/25/2024 21:22,CMM3,QC013,pass
M0001239,PART-049,LOT-01239,outer_diameter,100,100.5,99.5,99.835,1/3/2024 10:30,CMM2,QC015,pass
M0001240,PART-025,LOT-01240,bore_diameter,50,50.4,49.6,49.853,1/22/2024 19:23,CMM3,QC020,pass
M0001241,PART-050,LOT-01241,outer_diameter,100,100.5,99.5,100.03,1/16/2024 1:00,CMM1,QC017,pass
M0001242,PART-046,LOT-01242,bore_diameter,50,50.4,49.6,50.186,1/20/2024 7:58,CMM3,QC013,pass
M0001243,PART-036,LOT-01243,parallelism,0,0.1,0,0.031,1/26/2024 13:09,CMM2,QC006,pass
M0001244,PART-033,LOT-01244,bore_diameter,50,50.4,49.6,49.791,1/4/2024 13:52,CMM1,QC002,pass
M0001245,PART-040,LOT-01245,length,20,20.2,19.8,19.934,1/18/2024 6:18,CMM1,QC014,pass
M0001246,PART-003,LOT-01246,thickness,5,5.05,4.95,5.016,1/7/2024 7:01,CMM1,QC012,pass
M0001247,PART-049,LOT-01247,flatness,0,0.1,0,-0.033,1/30/2024 14:50,CMM1,QC009,fail
M0001248,PART-023,LOT-01248,angle,45,46,44,44.925,1/20/2024 23:56,CMM1,QC012,pass
M0001249,PART-042,LOT-01249,angle,45,46,44,45.183,1/16/2024 8:53,CMM3,QC007,pass
M0001250,PART-008,LOT-01250,length,20,20.2,19.8,19.935,1/17/2024 15:44,CMM2,QC001,pass
M0001251,PART-043,LOT-01251,outer_diameter,100,100.5,99.5,100.018,1/21/2024 2:27,CMM2,QC020,pass
M0001252,PART-031,LOT-01252,outer_diameter,100,100.5,99.5,99.778,1/28/2024 23:14,CMM3,QC016,pass
M0001253,PART-037,LOT-01253,width,10,10.1,9.9,9.98,1/5/2024 21:44,CMM3,QC014,pass
M0001254,PART-022,LOT-01254,bore_diameter,50,50.4,49.6,50.043,1/25/2024 3:33,CMM2,QC017,pass
M0001255,PART-028,LOT-01255,angle,45,46,44,44.469,1/11/2024 15:22,CMM3,QC018,pass
M0001256,PART-004,LOT-01256,flatness,0,0.1,0,0.015,1/14/2024 14:45,CMM3,QC011,pass
M0001257,PART-006,LOT-01257,parallelism,0,0.1,0,-0.001,1/28/2024 5:32,CMM3,QC013,fail
M0001258,PART-034,LOT-01258,parallelism,0,0.1,0,0.018,1/24/2024 4:07,CMM2,QC007,pass
M0001259,PART-020,LOT-01259,width,10,10.1,9.9,10.007,1/25/2024 1:12,CMM2,QC009,pass
M0001260,PART-013,LOT-01260,parallelism,0,0.1,0,0.045,1/20/2024 20:32,CMM1,QC005,pass
M0001261,PART-049,LOT-01261,parallelism,0,0.1,0,0.004,1/27/2024 5:05,CMM3,QC014,pass
M0001262,PART-012,LOT-01262,angle,45,46,44,44.857,1/27/2024 22:04,CMM3,QC011,pass
M0001263,PART-018,LOT-01263,parallelism,0,0.1,0,0.004,1/31/2024 0:47,CMM2,QC020,pass
M0001264,PART-047,LOT-01264,thickness,5,5.05,4.95,5.009,1/31/2024 4:35,CMM2,QC015,pass
M0001265,PART-016,LOT-01265,outer_diameter,100,100.5,99.5,100.008,1/9/2024 12:21,CMM3,QC008,pass
M0001266,PART-005,LOT-01266,thickness,5,5.05,4.95,5.001,1/30/2024 12:25,CMM2,QC002,pass
M0001267,PART-017,LOT-01267,length,20,20.2,19.8,19.953,1/29/2024 7:42,CMM1,QC015,pass
M0001268,PART-002,LOT-01268,parallelism,0,0.1,0,-0.022,1/13/2024 21:14,CMM1,QC018,fail
M0001269,PART-028,LOT-01269,thickness,5,5.05,4.95,4.977,1/22/2024 3:57,CMM3,QC020,pass
M0001270,PART-002,LOT-01270,flatness,0,0.1,0,0.058,1/13/2024 8:14,CMM3,QC020,pass
M0001271,PART-003,LOT-01271,thickness,5,5.05,4.95,4.979,1/23/2024 3:40,CMM1,QC015,pass
M0001272,PART-020,LOT-01272,angle,45,46,44,44.769,1/3/2024 23:26,CMM2,QC017,pass
